Ranking,Name,Result_min,Announced,Points,Penalties,Date,Place,Country
3069,Christian Barkholdt MÃ˜LLER ,5:38,240,68,0,13/03/2011,8Ã‚Â° Indoor de La Ciotat,Denmark
3070,Dagmar ANDRES-BRÃœMMER ,5:38,240,68,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Germany
3071,Yuri SHMATKO ,5:38,250,68,0,3/09/2008,AIDA Team World Championships 2008,Russian Federation
3072,Morten K. VILLADSEN ,5:38,120,68,0,21/02/2009,11th Berlin Master Cup 2009,Denmark
3073,Alana CASKEY ,5:38,60,67,1,22/06/2011,FDD June Static Competition 2011,Australia
3074,Eri RUBIN ,5:38,0,67,0,1/02/2008,FDI - Free Diving International,Israel
3075,Piotr DEBSKI ,5:38,270,68,0,20/03/2011,2nd Polish Pool Freediving Championship 2011,Poland
3076,Vladimir SHUVALOV ,5:38,120,68,0,9/02/2013,Aqualibrium Pool Cup 2013,Russian Federation
3077,Stephane TOURREAU ,5:38,315,68,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
3078,Johannes HUMMEL ,5:38,240,68,0,10/08/2013,Manatee Statik Minicompetition,Germany
3079,Johannes HUMMEL ,5:38,300,68,0,15/12/2013,SÃƒÂ_ddeutsche Meisterschaft 2013,Germany
3080,Johannes HUMMEL ,5:38,300,68,0,3/10/2015,Rhein Main Cup,Germany
3081,Jeanine GRASMEIJER ,5:38,180,68,0,22/03/2015,2nd Open FreedivN Zottegem,Netherlands
3082,Paula HIETANEN ,5:38,270,68,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Finland
3083,Audrey PALMA ,5:38,30,68,0,15/03/2015,Coupe des Plongeurs Libres,France
3084,Peter SKOVGAARD ,5:38,180,68,0,7/03/2015,Danish National Pool Championship,Denmark
3085,Chris MARSHALL ,5:37,1,67.4,0,28/10/2016,New Zealand National Champs 2016,New Zealand
3086,Agnieszka KALSKA ,5:37,303,67.4,0,27/06/2016,Pool World Championships 2016,Poland
3087,SURYA LECONA ,5:37,240,67.4,0,19/05/2016,Olmeca Open 2016,Mexico
3088,Hans-JÃ_rgen LENZEN ,5:37,240,67,0,19/11/2011,Long Night of Apnea,Germany
3089,Kazuaki ICHIKAWA ,5:37,0,67,0,1/01/1999,Compiled rankings for year 1999,Japan
3090,Jean-Michel PARDON ,5:37,0,67,0,1/01/1999,Compiled rankings for year 1999,France
3091,Peter COLAT ,5:37,270,67,0,4/05/2013,Swiss Championship Pool,Switzerland
3092,Mathias LANNER ,5:37,300,67,0,28/05/2005,CIPA Open of Nice,Sweden
3093,Walter STEYN ,5:37,0,67,0,31/10/2002,AIDA Pacific Cup 2002,Australia
3094,Doug SITTER ,5:37,300,67,0,9/12/2006,5th AIDA Freediving Team World Championship,Canada
3095,Ruth FLORES ,5:37,210,67,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Venezuela
3096,Jesper STECHMANN ,5:37,0,67,0,15/06/2002,Danish Freediving Association 1st ranking competition 2002,Denmark
3097,Patrick SCHNORF ,5:37,301,67,0,22/04/2006,Russian Freediving Championship,Switzerland
3098,Peter WURSCHY ,5:37,300,67,0,29/10/2005,Rhein Main Cup 2005,Netherlands
3099,Cyril PAULET ,5:37,255,67,0,27/05/2006,Nice Open 2006,France
3100,Naoyuki TOMINAGA ,5:37,330,67,0,9/09/2006,Tateyama Freediving Indoor Cup 2006,Japan
3101,Radoslaw GACA ,5:37,60,67,0,22/09/2007,Rhein-Main Cup 2007,Poland
3102,RÃ©mi FERRIERI ,5:37,240,67,0,23/06/2007,Coupe des Calanques 2007,France
3103,Kostas PARISIS ,5:37,270,67,0,9/07/2005,AIDA Hellas 2005 Summer Apnea Games,Greece
3104,Sebastian RUPP ,5:37,250,66,1,21/10/2006,Rhein-Main Cup 2006,Poland
3105,Dimitris KOUMOULOS ,5:37,240,67,0,20/05/2007,AIDA Hellas Spring Apnea Games,Greece
3106,Claude ROLLAND ,5:37,300,67,0,25/03/2007,AIDA Belgium 1st Round of Belgium Cup 2007,France
3107,Sofus KREUTZMANN ,5:37,315,67,0,18/11/2006,9th German Night of Apnea,Denmark
3108,Domagoj JAKOVAC ,5:37,253,67,0,22/11/2008,4th Submania Apnea Cup,Croatia
3109,Per WESTIN ,5:37,333,67,0,29/03/2009,GAS Masterskapet 2009,Sweden
3110,Daan VERHOEVEN ,5:37,60,67,0,14/11/2009,12th German Night of Apnea 2009,Netherlands
3111,Timothy MONEY ,5:37,30,67,0,9/02/2013,Riga Freediving Cup 2013,United Kingdom
3112,Timothy MONEY ,5:37,30,67,0,9/02/2013,Riga Freediving Cup 2013,United Kingdom
3113,Hanako HIROSE ,5:37,301,67,0,18/05/2013,True North Double Challenge vol.4,Japan
3114,Christophe EISENHAUER ,5:37,60,67,0,25/10/2008,RMC 2008,Germany
3115,Konstantin NOVIKOV ,5:37,10,67,0,23/03/2012,Open Moscow Cup,Russian Federation
3116,JonÃ©rik EKSTRÃ–M ,5:37,300,67,0,23/03/2008,Sukeltaja Indoor Apnea 2008,Finland
3117,Mikko PÃ–NTINEN ,5:37,210,67,0,4/07/2007,AIDA Pool World Championships with Finals,Finland
3118,Mikko PÃ–NTINEN ,5:37,300,67,0,11/01/2014,HÃƒÂ_meenlinna NO FINS,Finland
3119,Steinar SCHJAGER ,5:37,0,67,0,6/07/2010,7th AIDA Team World Championship 2010,Norway
3120,Mattias FREDRIKSSON ,5:37,301,67,0,24/11/2012,High Coast Apnea Cup,Sweden
3121,Natalia ZHARKOVA ,5:37,50,67,0,23/05/2015,Ukrainian Freediving Pool Championship 2015,Ukraine
3122,Ulf LINDBERG ,5:37,270,67,0,10/10/2014,HÃƒÂ¶stapneiaden,Sweden
3123,Veera LOPEZ-LEHTO ,5:37,120,67,0,27/03/2010,Viking Pool Challenge,Finland
3124,Doris Hovermann ,5:37,60,67,0,15/12/2013,SÃƒÂ_ddeutsche Meisterschaft 2013,Germany
3125,Emilia BIALA ,5:37,270,67,0,28/04/2007,Swiss Championship - Indoor with guests,Poland
3126,Emilia BIALA ,5:37,240,67,0,4/07/2007,AIDA Pool World Championships with Finals,Poland
3127,Conny FRIESENDORF ,5:37,210,67,0,15/02/2014,German Pool Championship 2014,Germany
3128,Conny FRIESENDORF ,5:37,210,67,0,14/02/2015,German Pool Championship 2015,Germany
3129,Christian FOETINGER ,5:37,231,67,0,2/05/2015,Hydro Dynamic,Austria
3130,Steve BENSON ,5:37,1,67,0,5/10/2013,Deja Blue IV,United States
3131,Katja KEDENBURG ,5:37,1,67,0,29/10/2011,RMC Rhein Main Cup,Germany
3132,Adam DE LA MARE ,5:37,180,67,0,21/06/2013,Individual AIDA pool World Championships,United Kingdom
3133,Sergio  MARTINEZ ALVAREZ  ,5:37,1,67,0,22/06/2014,2 open freediving de Mouscron,Germany
3134,Wiveca THORNBERG ,5:37,303,67,0,21/03/2014,Swedish national pool Championship,Sweden
3135,Wiveca THORNBERG ,5:37,303,67,0,21/03/2014,Swedish national pool Championship,Sweden
3136,ASHLEIGH BAIRD ,5:37,210,67,0,19/09/2014,AIDA Team World Championships 2014,United States
3137,Michie KOKUSYO ,5:37,210,67,0,27/04/2014,Freediving Indoor Cup 2014 in Shimoda,Japan
3138,Gareth CANTIN ,5:37,60,67,0,11/07/2009,NoTanx July Pool Comp,South Africa
3139,Amber BOURKE ,5:37,76,67,0,26/11/2015,Pan Pacific Championship,Australia
3140,Shuichi  Goto ,5:37,240,67,0,21/03/2015,2015 True North Freediving Indoor Cup in Tatsumi,Japan
3141,Linda Stenman ,5:37,240,67,0,19/09/2014,AIDA Team World Championships 2014,Sweden
3142,Jonathan  Sunnex ,5:37,240,67,0,5/11/2011,Danish Championship,New Zealand
3143,Markus WURM ,5:36,271,67.2,0,21/02/2016,Tyrolean Apnea Cup 2016,Austria
3144,Mikael ASP ,5:36,0,67,0,1/01/1999,Compiled rankings for year 1999,Sweden
3145,Yoshiro KONNO ,5:36,314,67,0,27/06/2004,2nd Japanese Freediving Championship 2004,Japan
3146,Peter PEDERSEN ,5:36,300,67,0,22/02/2003,5. Berlin Master Cup 2003,Denmark
3147,Andy GÃœLDNER ,5:36,240,67,0,19/02/2005,7th Berlin Masters Cup 2005,Germany
3148,Giorgos GEORGAS ,5:36,330,67,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Greece
3149,Andreas FALKENROTH ,5:36,300,67,0,21/02/2004,6th Berlin Masters Cup 2004,Germany
3150,Henning LARSEN ,5:36,0,67,0,23/11/2002,1st Copenhagen Open,Denmark
3151,Rik RÃ–SKEN ,5:36,270,67,0,29/04/2007,ATA Pool Competition,Netherlands
3152,Lotta ERICSON ,5:36,0,67,0,28/06/2002,Swedish Freediving Championship 2002,Sweden
3153,Johan THELAUS ,5:36,240,67,0,1/07/2005,Coupe des Calanques 2005,Sweden
3154,Erik TOCEK ,5:36,175,67,0,19/08/2006,Nordic Deep 2006,Slovakia
3155,Shun OSHIMA ,5:36,300,67,0,19/07/2009,Okinawa Freediving Cup 2009,Japan
3156,Suzy KENSINGTON ,5:36,300,67,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,New Zealand
3157,Khris GATTOS-LINO ,5:36,300,67,0,9/09/2006,AIDA Hellas 2006 Summer Apnea Games,Greece
3158,Tobias NILSSON ,5:36,240,67,0,19/08/2006,Nordic Deep 2006,Sweden
3159,Misuzu HIRAI ,5:36,300,67,0,19/07/2009,Okinawa Freediving Cup 2009,Japan
3160,Radovan ADAMÃçCEK ,5:36,300,67,0,23/04/2005,3rd AIDA Czech Open Freediving Championship,Czech Republic
3161,Robert KING ,5:36,210,67,0,9/12/2006,5th AIDA Freediving Team World Championship,United States
3162,Katsuya HAMAZAKI ,5:36,240,67,0,3/09/2008,AIDA Team World Championships 2008,Japan
3163,Nemanja DIMITRIJEVIC ,5:36,240,67,0,7/12/2008,(in progress) Serbian Winter Apnea Cup,Serbia
3164,Jean-FranÃ§ois KOCH ,5:36,240,67,0,25/03/2007,AIDA Belgium 1st Round of Belgium Cup 2007,Belgium
3165,Tomohiro NOGUCHI ,5:36,263,67,0,16/05/2010,Indoor Cup Tateyama 2010,Japan
3166,Fabrice THOME ,5:36,240,67,0,26/04/2009,Coupe des Plongeurs Libres 2009,France
3167,Nicolas TALLARON ,5:36,240,67,0,9/05/2010,Coupe des Plongeurs Libres 2010,France
3168,Markus HELM ,5:36,210,67,0,6/11/2011,Hydro Dynamic 2011 Austrian Championship,Austria
3169,Michal PERNICA ,5:36,256,67,0,19/10/2013,Zlin Cup 2013,Czech Republic
3170,Johan HAGG ,5:36,180,67,0,25/03/2011,Swedish Freediving Championship 2011,Sweden
3171,Rasmus Emil MOLLER ,5:36,60,67,0,5/11/2011,Danish Championship,Denmark
3172,Vladimir SHUVALOV ,5:36,1,67,0,12/04/2014,Russian championship,Russian Federation
3173,Gabina GREZLOVA ,5:36,150,67,0,27/10/2012,Zlin Cup 2012,Czech Republic
3174,Marc-Andre TRATCH ,5:36,45,67,0,25/05/2013,Coupe d Apnee de Montreal 2013,Canada
3175,vanja PELES ,5:36,270,67,0,23/02/2013,7th Serbian Open Freediving Championship - Belgrade 2013,Croatia
3176,Krzysztof DABROWSKI ,5:36,270,67,0,27/10/2012,Zlin Cup 2012,Poland
3177,Jens STOETZNER ,5:36,240,67,0,16/02/2013,15th Berlin Pool Championship 2013,Germany
3178,Kamil VYÃ…Â¡TEJN ,5:36,1,67,0,17/11/2012,Long Night of Apnea 2012 Berlin,Czech Republic
3179,Sayuri KINOSHITA ,5:36,180,67,0,24/03/2013,True North Static Challenge vol.4,Japan
3180,Jaroslav SMITKA ,5:36,301,67,0,19/10/2013,Zlin Cup 2013,Czech Republic
3181,Luis MENDES ,5:36,150,67,0,5/05/2012,North Freedive Challenge,Portugal
3182,Yulia MARYEVICH ,5:36,31,67,0,23/03/2013,Moscow open cup 2013,Latvia
3183,Alexey POTAPENKO ,5:36,239,67,0,8/02/2014,RIGA FREEDIVING CUP 2014 AIDA,Latvia
3184,Attila KOVACS ,5:36,240,67,0,18/06/2014,7th Mediterranean Cup Static and CWT Challenge,Romania
3185,Giedrius ZILINSKAS ,5:36,185,67,0,7/02/2015,Riga Freediving Cup 2015 AIDA,International
3186,Daniel NOWODYLA ,5:36,240,67,0,11/12/2015,The Silesia Freediving Pool Cup,Poland
3187,Markus WURM ,5:36,271,67,0,21/02/2016,4th Tyrolean Apnea Cup,Austria
3188,Filippos Koulouriotis ,5:36,210,0,0,24/04/2016,AIDA Hellas PoolChampionship 2016,Greece
3189,Oleksii SOKOLOV ,5:36,30,67,0,21/05/2016,Ukrainian Open Pool Freediving Championship 2016,Ukraine
3190,aristo VOUNAKIS ,5:35,120,67,0,27/11/2016,Bristol Blue Freediving Competition,Greece
3191,Erki ENKVIST ,5:35,165,67,0,2/04/2016,Freediving Finnish Open 2016,Sweden
3192,Kurt RANDOLPH ,5:35,90,67,0,9/05/2016,Deja Blue 7,United States
3193,Oleg CHISTYAKOV ,5:35,270,67,0,23/01/2016,Yaroslavl Open Cup,Russian Federation
3194,Dagmar ANDRES-BRÃœMMER ,5:35,30,67,0,1/10/2016,Rhein Main Cup 2016,Germany
3195,Kristina Iseeva ,5:35,210,67,0,27/06/2016,Pool World Championships 2016,Russian Federation
3196,Mikael ASP ,5:35,0,67,0,27/12/2002,Randers Xmas Cup 2002,Sweden
3197,Ronald LAURENS ,5:35,330,67,0,29/05/2003,Sony Freediver Open Classic 2003,Venezuela
3198,Johanna NORDBLAD ,5:35,270,67,0,4/07/2007,AIDA Pool World Championships with Finals,Finland
3199,Peter COLAT ,5:35,310,67,0,12/04/2003,Open Swiss Winter Championship 2003,Switzerland
3200,Karoline Meyer MARIECHEN MEYER ,5:35,0,67,0,21/04/2002,1st Brazilian apnea selections 2002 - Jacques Mayol,Brazil
3201,Lorenzo HIDALGO ,5:35,300,67,0,26/05/2007,Campeonato Apnea Venezuela Indoor 2007,Venezuela
3202,Pascal HENNEBOIS ,5:35,365,61,6,27/08/2005,1st AIDA Individual Pool World Freediving Championship,France
3203,Markus WURM ,5:35,240,67,0,11/11/2012,Hydro Dynamic - Austrian Championship 2012,Austria
3204,Panos LIANOS ,5:35,270,67,0,9/07/2005,AIDA Hellas 2005 Summer Apnea Games,Greece
3205,Jonas KRAHN ,5:35,300,67,0,18/02/2012,14th  Berlin Championchip,Germany
3206,Kevin BUSSCHER ,5:35,300,67,0,25/03/2007,CAFA Western Regional Competition I,United States
3207,JerÃ´me ZIMNY ,5:35,210,66,1,8/02/2004,1Ã¨re Manche Coupe d AIDA France 2004,France
3208,Natalia AVSEENKO ,5:35,240,67,0,26/04/2008,AIDA Moscow Cup 2008,Russian Federation
3209,Andrew WALUS ,5:35,240,67,0,24/06/2005,CAFA National Championships,Canada
3210,Luka PENGOV ,5:35,300,67,0,1/07/2006,Coupe des Calanques 2006,Slovenia
3211,Kurt Lykke LARSEN ,5:35,300,67,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Denmark
3212,Aleksandr JOVANOVIC ,5:35,150,67,0,3/09/2008,AIDA Team World Championships 2008,Serbia
3213,Misuzu HIRAI ,5:35,120,67,0,16/05/2010,Indoor Cup Tateyama 2010,Japan
3214,Liv PHILIP ,5:35,152,67,0,24/08/2008,Prechallenge 2008,United Kingdom
3215,Eva JOHNSEN ,5:35,242,67,0,18/11/2006,9th German Night of Apnea,Denmark
3216,Martin ZAJAC ,5:35,315,67,0,14/10/2006,III. Hungarian Apnea Day,Slovakia
3217,Carolina SCHRAPPE ,5:35,278,67,0,3/09/2008,AIDA Team World Championships 2008,Brazil
3218,Phoebe SKOTIDA ,5:35,265,67,0,4/07/2007,AIDA Pool World Championships with Finals,Greece
3219,CÃ©dric FONTBELLE ,5:35,270,67,0,1/07/2006,Coupe des Calanques 2006,France
3220,Miguel DIAZ ,5:35,330,67,0,12/07/2006,4th AIDA Brasil National Indoor,Argentina
3221,Igor MIGUNOV ,5:35,240,67,0,21/02/2009,11th Berlin Master Cup 2009,Russian Federation
3222,Eric VAN RIET PAAP ,5:35,396,54,13,21/08/2009,5th AIDA Individual Pool World Championship 2009,Netherlands
3223,Matti LUUKKONEN ,5:35,210,67,0,2/02/2008,Finnkampen,Finland
3224,JÃ©rÃ´me CHAPELLE ,5:35,240,67,0,28/01/2012,"Freediver ""Dauphins GenÃƒÂ¨ve"" Championships 2012",France
3225,Federico MANA ,5:35,180,67,0,3/09/2008,AIDA Team World Championships 2008,Italy
3226,Florian GERAULT ,5:35,240,67,0,26/04/2009,Coupe des Plongeurs Libres 2009,France
3227,Walter JOHNSON ,5:35,300,67,0,30/07/2009,Freedive Paradise 2009,United States
3228,Marc DE BOER ,5:35,240,67,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",Netherlands
3229,Tsuneo UCHIDA ,5:35,180,67,0,27/04/2014,Freediving Indoor Cup 2014 in Shimoda,Japan
3230,Ben WEISS ,5:35,60,67,0,27/05/2009,PFI Cayman 2009,United States
3231,Mikko ANTTONEN ,5:35,213,67,0,8/02/2014,RIGA FREEDIVING CUP 2014 AIDA,Finland
3232,Dena PARSA ,5:35,180,67,0,5/11/2011,Danish Championship,Denmark
3233,Marc-Andre TRATCH ,5:35,5,67,0,31/05/2014,10 iÃƒÂ¨me Coupe d ApnÃƒÂ©e de MontrÃƒÂ©al,Canada
3234,Atsushi KAWAI ,5:35,300,67,0,25/03/2012,True North Static Challenge vol.2,Japan
3235,Terunobu YOKONO ,5:35,3,67,0,6/04/2013,Freediving Indoor Cup 2013 in Tateyama -day of static-,Japan
3236,Miwa MATSUNAGA ,5:35,225,67,0,19/05/2012,Freediving Indoor Cup 2012 in Tateyama -day of static-,Japan
3237,Bernadette SCHILDORFER ,5:35,60,67,0,1/11/2014,Hydro Dynamic,Austria
3238,Nick MEVOLI ,5:35,120,67,0,4/05/2012,Deja Blue 3,United States
3239,Johannes HUMMEL ,5:35,240,67,0,25/04/2015,1st Freedive LÃƒÂ¶rrach Static Cup 2015,Germany
3240,Michal RISIAN ,5:35,90,67,0,7/06/2013,Brno MiniComp 013,Czech Republic
3241,Marian FIDLER ,5:35,120,67,0,19/10/2013,Zlin Cup 2013,Czech Republic
3242,Pavel CHERNOBAY ,5:35,210,67,0,29/11/2014,Kyiv Open Freediving Cup 2014,Ukraine
3243,Sven ABELS ,5:35,2,67,0,14/11/2015,Long Night of Apnea 2015,Germany
3244,Markus HOPPE ,5:35,300,67,0,14/11/2015,Long Night of Apnea 2015,Germany
3245,Mike WOOD ,5:35,300,67,0,3/05/2007,AIDA South Africa Freediving Competition,South Africa
3246,Valeriy KOVALENKO ,5:35,211,67,0,10/03/2013,Great Northern 2013 - STA - DYN,Latvia
3247,Oleg CHISTYAKOV ,5:35,270,67,0,23/01/2016,Yaroslavl Championship Ya-free,Russian Federation
3248,Sofia Tapani ,5:35,1,67,0,19/02/2011,13th Berlin Masters Cup 2011,Sweden
3249,Kamil  VYSTEJN ,5:34,300,66.8,0,2/12/2016,BarbÃ_rkowy Puchar Å_lÄ…ska we Freedivingu 2016 | The Silesia Freediving Pool Cup 2016,Czech Republic
3250,Meghan GILMORE ,5:34,1,66.8,0,16/09/2016,Team World Championship,United States
3251,Vladimir RADOVANOVIC ,5:34,30,0,0,20/02/2016,10th Serbian Open Freediving Championship,Serbia
3252,Georgina MILLER ,5:34,60,66.8,0,21/02/2016,Tyrolean Apnea Cup 2016,United Kingdom
3253,Vladimir RADANOVIC ,5:34,300,66,0,22/04/2016,Romanian Freediving Championship,Serbia
3254,Aleksandr KUPTSOV ,5:34,180,66.8,0,23/01/2016,Yaroslavl Open Cup,Russian Federation
3255,Agnieszka KALSKA ,5:34,303,66.8,0,27/05/2016,The XIII Polish Feediving Pool Championships,Poland
3256,Sofia Tapani ,5:34,150,66.8,0,16/09/2016,Team World Championship,Sweden
3257,Julia Kozerska ,5:34,1,66.8,0,27/05/2016,The XIII Polish Feediving Pool Championships,Poland
3258,Jean-pol FRANÃ‡OIS ,5:34,0,67,0,1/01/1999,Compiled rankings for year 1999,Belgium
3259,Joanna MASSACAND ,5:34,0,67,0,1/01/2000,Compiled rankings for year 2000,Switzerland
3260,Joanna MASSACAND ,5:34,280,67,0,1/07/2005,Coupe des Calanques 2005,Switzerland
3261,Yoshiro KONNO ,5:34,330,67,0,19/07/2009,Okinawa Freediving Cup 2009,Japan
3262,Lars Mou ANDERSEN ,5:34,0,67,0,17/08/2002,2nd Danish Freediving Championship 2002,Denmark
3263,Johanna NORDBLAD ,5:34,180,67,0,27/05/2006,Nice Open 2006,Finland
3264,Olivier HAUG ,5:34,330,67,0,21/02/2004,6th Berlin Masters Cup 2004,Germany
3265,Ilaria MOLINARI ,5:34,0,67,0,4/10/2008,Europe Evolution Cup,Italy
3266,Peter Smed JENSEN ,5:34,300,67,0,15/11/2003,6th German Night of Apnea 2003,Denmark
3267,Jens KAPALCZYNSKI ,5:34,240,67,0,24/02/2007,9th Berlin Masters Cup,Germany
3268,Henning LARSEN ,5:34,0,67,0,31/10/2002,AIDA Pacific Cup 2002,Denmark
3269,Ulrich WULFF ,5:34,300,67,0,24/01/2009,8eme Coupe des Dauphins,Germany
3270,Lotta ERICSON ,5:34,0,67,0,31/10/2002,AIDA Pacific Cup 2002,Sweden
3271,AndrÃ¡s MUNKÃÅS ,5:34,270,67,0,9/07/2005,AIDA Hellas 2005 Summer Apnea Games,Hungary
3272,Peter OLS ,5:34,300,67,0,28/05/2005,CIPA Open of Nice,Sweden
3273,Alena ZABLOUDILOVÃÅ ,5:34,240,67,0,27/05/2011,MCR Czech AIDA Championship 2011,Czech Republic
3274,Tord BERGELIN ,5:34,330,66,1,14/06/2004,BIOS Freeology Open Classic 2004,Sweden
3275,Chieko YAMANO ,5:34,240,67,0,9/09/2006,Tateyama Freediving Indoor Cup 2006,Japan
3276,Anthony WILLIAMS ,5:34,300,67,0,19/02/2006,Apnea at Altitude 2006,New Zealand
3277,Marcus THOMPSON ,5:34,240,67,0,27/11/2004,Cosmic Challenge,New Zealand
3278,Luka PENGOV ,5:34,285,67,0,29/04/2007,Freedive Dahab - Pool Challenges,Slovenia
3279,Sandi BITENC ,5:34,270,67,0,19/11/2005,1st Submania Apnea Cup,Slovenia
3280,Tobias NILSSON ,5:34,240,67,0,22/04/2007,Uppland Indoor Challenge,Sweden
3281,Slaven CUBRIC ,5:34,271,66,1,11/11/2006,2. Submania Apnea Cup,Croatia
3282,Dimitris KOUMOULOS ,5:34,240,67,0,6/07/2008,AIDA HELLAS SUMMER APNEA GAMES 2008 PART II,Greece
3283,Leo Yasumasa MURAOKA ,5:34,255,67,0,22/04/2010,Freedive Paradise 2010,United States
3284,Leo Yasumasa MURAOKA ,5:34,0,67,0,6/07/2010,7th AIDA Team World Championship 2010,United States
3285,Igor MIGUNOV ,5:34,180,67,0,14/11/2009,12th German Night of Apnea 2009,Russian Federation
3286,Anders LARSSON ,5:34,300,67,0,20/08/2008,Nordic Deep 2008,Sweden
3287,JonÃ©rik EKSTRÃ–M ,5:34,255,67,0,2/04/2011,Kouvola UberL33t Invitational 2011,Finland
3288,Martin GROTEN ,5:34,270,67,0,3/10/2009,Rhein-Main Cup 2009,Germany
3289,Yoshio KIMURA ,5:34,210,67,0,23/05/2009,Indoor Cup Tateyama 2009,Japan
3290,Jana SKROBOVA ,5:34,60,67,0,3/10/2009,Rhein-Main Cup 2009,Czech Republic
3291,Veronika SZALONTAYOVA ,5:34,270,67,0,5/02/2010,MAN IV - Hungarian Apnea Day 2010,Slovakia
3292,Veronika SZALONTAYOVA ,5:34,285,67,0,7/10/2011,World Championship AIDA 2011 Indoor Event,Slovakia
3293,Johan HAGG ,5:34,280,67,0,26/09/2010,Triple Depth 2010,Sweden
3294,Daniel NOWODYLA ,5:34,240,67,0,20/03/2011,2nd Polish Pool Freediving Championship 2011,Poland
3295,Roman WALCZYK ,5:34,71,67,0,11/05/2013,Basenowe Mistrzostwa Polski we Freedivingu 2013,Poland
3296,Bernadette SCHILDORFER ,5:34,210,67,0,5/05/2013,Vienna Charity Cup,Austria
3297,Alexandros KOUKOS ,5:34,240,67,0,13/05/2012,AIDA Hellas Pool Championship 2012,Greece
3298,Sefcik MIROSLAV ,5:34,240,67,0,9/09/2012,World Championship 2012,Czech Republic
3299,Oleg ISTYAGIN  ,5:34,120,66,1,16/11/2013,Rostov cup 2013,Ukraine
3300,Norifumi IBUSHI ,5:34,180,67,0,18/05/2013,True North Double Challenge vol.4,Japan
3301,Agnieszka KALSKA ,5:34,59,67,0,7/12/2013,The International Silesian Freediving Cup,Poland
3302,Agnieszka KALSKA ,5:34,35,67,0,12/09/2015,MiniComp Brno,Poland
3303,Elisabeth   HUMMEL  ,5:34,150,67,0,19/09/2014,AIDA Team World Championships 2014,Germany
3304,Ivan NICHIPORENKO ,5:34,237,67,0,9/02/2013,Aqualibrium Pool Cup 2013,Russian Federation
3305,VERNON SCHOLEY ,5:34,120,67,0,11/05/2014,Deja Blue V,Ireland
3306,Roman KOSTAL ,5:34,1,67,0,22/03/2014,Great Northern 2014. International.,Czech Republic
3307,Dmitriy ZALYUTAEV ,5:34,10,67,0,14/11/2015,Rostov Cup 2015,Russian Federation
3308,Georgina MILLER ,5:34,60,67,0,21/02/2016,4th Tyrolean Apnea Cup,United Kingdom
3309,Vladimir RADOVANOVIC ,5:34,30,67,0,20/02/2016,10th Serbian Open Freediving Championship - Belgrade 2016,Serbia
3310,Aleksandr KUPTSOV ,5:34,180,67,0,23/01/2016,Yaroslavl Championship Ya-free,Russian Federation
3311,Vladimir RADANOVIC ,5:34,5,67,0,22/04/2016,Romanian Freediving Championship,Serbia
3312,Sofia Tapani ,5:34,122,67,0,19/09/2014,AIDA Team World Championships 2014,Sweden
3313,ASHLEIGH BAIRD ,5:33,180,66.6,0,16/09/2016,Team World Championship,United States
3314,CLAIRE PARIS ,5:33,1,66.6,0,9/04/2016,South Florida Apnea Challenge,United States
3315,Norifumi IBUSHI ,5:33,290,66.6,0,27/06/2016,Pool World Championships 2016,Japan
3316,Tomomi HAMAZAKI ,5:33,240,66.6,0,27/06/2016,Pool World Championships 2016,Japan
3317,Yuriko ICHIHARA ,5:33,180,66.6,0,9/04/2016,Freedivng indoor cup 2016 in Tateyama STA day,Japan
