Ranking,Name,Result_min,Announced,Points,Penalties,Date,Place,Country
6687,Ted HARTY ,4:46,1,57,0,27/05/2009,PFI Cayman 2009,United States
6688,Boris SERGEEV ,4:46,121,57,0,18/03/2011,Freediving Moscow Cup 2011,Russian Federation
6689,Emilia BIALA ,4:46,270,57,0,27/01/2007,6Ã¨me Coupe des Dauphins,Poland
6690,Joachim LIPS ,4:46,1,57,0,29/10/2011,RMC Rhein Main Cup,Germany
6691,Martin MALI ,4:46,61,57,0,7/12/2012,MAD CUP 2012,Slovenia
6692,Masa SORN ,4:46,181,57,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",Slovenia
6693,Deniz ASUMAN ,4:46,210,57,0,9/09/2012,World Championship 2012,Germany
6694,Hiroshi KITANO ,4:46,211,57,0,19/02/2012,True North Static Challenge vol.1,Japan
6695,Reika OTSUKA ,4:46,182,57,0,13/12/2014,2014 True North freediving Indoor cup in Tatsumi,Japan
6696,Ivan KUSTERA ,4:46,60,57,0,8/04/2012,2th Naissub Freediving Cup,Serbia
6697,Carolin ROSENKRANZ ,4:46,1,57,0,29/10/2011,RMC Rhein Main Cup,Germany
6698,Donya AMER ,4:46,1,57,0,15/12/2013,SÃƒÂ_ddeutsche Meisterschaft 2013,Germany
6699,Elisabeth   HUMMEL  ,4:46,255,57,0,17/02/2013,1st Tyrolean Apnea Cup,Germany
6700,Julia CUNNEEN ,4:46,120,57,0,1/06/2013,Wellington Winter Champs,New Zealand
6701,Natalia KULYGINA ,4:46,180,57,0,29/11/2014,Kyiv Open Freediving Cup 2014,Ukraine
6702,Deborah GASKELL ,4:46,120,57,0,17/11/2013,Huddersfield 2013,United Kingdom
6703,Hideomi FUJISHIMA ,4:46,180,57,0,13/12/2014,2014 True North freediving Indoor cup in Tatsumi,Japan
6704,DMITRY SUKHOMLINOV ,4:46,2,57,0,21/03/2014,ÃêÅ_Ã‘â€_ÃêÂºÃ‘â‚¬Ã‘â€_Ã‘â€_Ã‘â€_ÃêÂ_ ÃêÂ§ÃêÂµÃêÂ_ÃêÂ¿ÃêÂ¸ÃêÂ_ÃêÂ_ÃêÂ°Ã‘â€_ Ãêâ€˜Ã‘â‚¬Ã‘ÂèÃêÂ_Ã‘ÂÅÃêÂºÃêÂ_ÃêÂ_ ÃêÂ_ÃêÂ±ÃêÂ»ÃêÂ°Ã‘ÂÅÃ‘â€_ÃêÂ¸,Russian Federation
6705,Ricardo FIGUEROA ,4:46,240,57,0,7/06/2014,2do Olmeca Apnea Veracruz 2014,Mexico
6706,Mio KANEMAKI ,4:46,1,57,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Japan
6707,Natalya MISOLINA ,4:46,150,57,0,1/08/2015,Minsk Open Freediving Cup,Russian Federation
6708,Aki SHIMOYAMA ,4:46,242,57,0,20/09/2015,Apnea Academy Asia Cup 2015 in Shimoda,Japan
6709,Aleksandr RADJABOV ,4:46,240,57,0,28/03/2015,Russian Championship,Russian Federation
6710,Andrei  SAFONAU ,4:46,120,57,0,1/08/2015,Minsk Open Freediving Cup,Belarus
6711,Berta SHKUTA ,4:46,122,57,0,23/03/2013,Moscow open cup 2013,Latvia
6712,Kyoko OSHIRO ,4:46,210,57,0,23/12/2015,True North Freediving Static Challenge Cup,Japan
6713,Holger ASSARSSON ,4:46,60,57,0,8/04/2016,"Swedish championship in pool freediving 2016, Men",Sweden
6714,Jason KIRKPATRICK ,4:46,1,57,0,10/04/2016,The 7th Great Northern incorporating the UK BFA Pool Freediving championships,United Kingdom
6715,Barbara Jeschke ,4:46,241,57,0,29/03/2014,Burgebracher Kelch,Germany
6716,Barbara Jeschke ,4:46,241,57,0,9/03/2014,1. Deutsche Apnoe-Teammeisterschaft,Germany
6717,Veronika Kravtcova ,4:46,250,57,0,23/03/2012,Open Moscow Cup,Russian Federation
6718,tarek fayyad ,4:45,120,57,0,19/08/2016,SFA POOL COMPETITION 2016,Saudi Arabia
6719,Barbara Jeschke ,4:45,241,57,0,6/02/2016,Riga Freediving Cup 2016,Germany
6720,Arkadiy ZINCHUK ,4:45,180,57,0,18/03/2011,Freediving Moscow Cup 2011,Russian Federation
6721,Megumi MATSUMOTO ,4:45,238,57,0,3/07/2005,3rd Japanese Freediving Championship 2005,Japan
6722,Markos TIPLALEXIS ,4:45,0,57,0,27/07/2002,Greek Freediving Championship 2002,Greece
6723,Ioannis GIANNOPULOI ,4:45,269,57,0,11/03/2006,AIDA Hellas 2006 Winter Apnea Games,Greece
6724,Yamina ENEDAHL-MEKKI ,4:45,230,57,0,11/06/2006,Aarhus Triple Challenge III,Sweden
6725,Aurore ASSO ,4:45,240,57,0,9/05/2010,Coupe des Plongeurs Libres 2010,France
6726,Wolfram NEUGEBAUER ,4:45,360,44,13,15/11/2003,6th German Night of Apnea 2003,Germany
6727,Rob DE JONGE ,4:45,270,57,0,15/02/2003,Round 1 of Belgium Cup 2003 - 4th Night of Apnea,Netherlands
6728,Lauri LEHTO ,4:45,240,57,0,5/03/2005,Kirkkonummi Open,Finland
6729,Klara HANSSON ,4:45,270,57,0,10/10/2009,Hostapneiaden 2009 B,Sweden
6730,Susanna SAARI ,4:45,180,57,0,9/12/2006,5th AIDA Freediving Team World Championship,Finland
6731,Mouna GHOSSUB ,4:45,180,57,0,27/05/2005,The Kona Freedive Invitational,United States
6732,Mouna GHOSSUB ,4:45,0,57,0,11/11/2006,Kona Regional Event 2006,United States
6733,Lidija LIJIC ,4:45,230,57,0,4/07/2007,AIDA Pool World Championships with Finals,Croatia
6734,Buz MOR ,4:45,210,57,0,26/11/2005,FDI National Freediving Competition,Israel
6735,Charalampos OMIROU ,4:45,240,57,0,9/04/2006,Third Pancyprian Open Competition,Cyprus
6736,Nejc LIKAR ,4:45,181,57,0,7/12/2012,MAD CUP 2012,Slovenia
6737,Szabolcs JARAY ,4:45,225,57,0,30/10/2004,Rhein Main Cup 2004,Hungary
6738,Olga Martinez ALVAREZ ,4:45,210,57,0,29/05/2010,MCR Czech AIDA Championship 2010,Germany
6739,Nemanja DIMITRIJEVIC ,4:45,240,57,0,20/05/2007,AIDA Hellas Spring Apnea Games,Serbia
6740,Feargus CALLAGY ,4:45,240,57,0,10/03/2013,Great Northern 2013 - STA - DYN,Ireland
6741,Eva ERNKRANS ,4:45,1,57,0,15/05/2010,Swedish National Cup 2010,Finland
6742,Mario ROTT ,4:45,235,45,0,7/03/2009,FEB Cup 2009,Austria
6743,Andrew HOGAN ,4:45,240,57,0,6/06/2010,CAFA Western Regional Competition 2010,Canada
6744,Dejan ANDJELIC ,4:45,90,57,0,7/12/2008,(in progress) Serbian Winter Apnea Cup,Serbia
6745,Goran PEJCIC ,4:45,1,57,0,7/12/2008,(in progress) Serbian Winter Apnea Cup,Serbia
6746,Zan PETEK ,4:45,1,57,0,26/10/2013,Hydro Dynamic 2013 powered by SUUNTO,Slovenia
6747,Sergey OSIPOV ,4:45,230,57,0,9/02/2013,Aqualibrium Pool Cup 2013,Russian Federation
6748,Michel SGARRA ,4:45,240,57,0,24/01/2009,8eme Coupe des Dauphins,France
6749,Schulz DENNIS ,4:45,270,57,0,29/05/2010,Suddeutsche Meisterschaften im Freitauchen 2010,Germany
6750,Monika HOPF ,4:45,60,57,0,6/11/2011,Hydro Dynamic 2011 Austrian Championship,Germany
6751,Jenna MCGRATH ,4:45,3,57,0,23/07/2011,Los Angeles Apnea Challenge 2011,United States
6752,Jenna MCGRATH ,4:45,120,57,0,9/09/2012,World Championship 2012,United States
6753,Kristijan CACIC ,4:45,180,57,0,13/11/2010,6th Submania Apnea Cup 2010,Croatia
6754,Bjorke SEJR ,4:45,60,57,0,20/11/2010,Danish Freediving Championship 2010,Denmark
6755,Chisa SANADA ,4:45,315,51,6,19/05/2012,Freediving Indoor Cup 2012 in Tateyama -day of static-,Japan
6756,Takashi MEKATA ,4:45,180,57,0,24/02/2013,TrueNorthÃ£â‚¬â‚¬Static ChallengeÃ£â‚¬â‚¬Ã¢â€_Â¢,Japan
6757,Terunobu YOKONO ,4:45,143,57,0,11/04/2015,Freediving Indoor Cup 2015 in Tateyama,Japan
6758,Kamil  VYSTEJN ,4:45,180,57,0,7/06/2013,Brno MiniComp 013,Czech Republic
6759,mohamed ELMEKKAWI ,4:45,240,57,0,13/04/2014,AIDA CYRPUS POOL GAMES 2014,Egypt
6760,Sanja ZAJEC ,4:45,240,57,0,16/11/2012,8th Submania Apnea Cup,Croatia
6761,Desiree Attias BALFELT ,4:45,60,57,0,9/05/2014,Copenhagen minicomp,Denmark
6762,Konstantin SIKHARULIDZE ,4:45,149,57,0,15/11/2014,Rostov Cup 2014,Russian Federation
6763,Dmitry KOSTYUKOV ,4:45,180,57,0,28/03/2015,Russian Championship,Russian Federation
6764,Marc VERSTAPPEN ,4:45,240,57,0,16/03/2014,Open FreedivN Zottegem,Belgium
6765,Martin RASK ,4:45,30,57,0,21/03/2014,Swedish national pool Championship,Sweden
6766,Martin RASK ,4:45,30,57,0,21/03/2014,Swedish national pool Championship,Sweden
6767,Anette Rafen OTTZEN ,4:45,165,57,0,7/03/2015,Danish National Pool Championship,Denmark
6768,IGOR SHLYKOV ,4:45,284,57,0,28/03/2015,Russian Championship,Russian Federation
6769,Cuevas Ortega RAUL ,4:45,120,57,0,9/08/2014,II Open de Apnea EL Estrecho,Spain
6770,Naoto YOSHIKAWA ,4:45,120,57,0,11/04/2015,Freediving Indoor Cup 2015 in Tateyama,Japan
6771,Marie Pierre EKSTETS ,4:45,60,57,0,12/04/2015,12ÃƒÂ¨me Indoor de La Ciotat - 4ÃƒÂ¨me manche Coupe AIDA France,France
6772,Attila KOVACS ,4:45,240,57,0,5/04/2014,AIDA Romania Pool Open,Romania
6773,Walter FRANTZEN ,4:45,60,57,0,8/04/2016,"Swedish championship in pool freediving 2016, Men",Sweden
6774,Barbara Jeschke ,4:45,0,57,0,10/08/2010,Europe Evolution Cup 2010,Germany
6775,Barbara Jeschke ,4:45,243,57,0,21/06/2013,Individual AIDA pool World Championships,Germany
6776,ELYOENAI APARICIO SUAÂÅREZ ,4:44,240,56.8,0,4/09/2016,BONAIRE DEEPSEA CHALLENGE,International
6777,ALKISTI VOURAKI ,4:44,142,56.8,0,12/05/2016,APNEA INVITATION,Greece
6778,Marcin RUTKOWSKI ,4:44,120,56.8,0,27/05/2016,The XIII Polish Feediving Pool Championships,Poland
6779,Ahmed Mukhtar Saeed ,4:44,120,56.8,0,19/08/2016,SFA POOL COMPETITION 2016,Egypt
6780,Joanna MASSACAND ,4:44,240,57,0,6/05/2004,4Ã¨me Manche Coupe d AIDA France 2004,Switzerland
6781,Julia PETRIK ,4:44,0,57,0,31/10/2002,AIDA Pacific Cup 2002,Russian Federation
6782,Gabriela Fleith OTUKI ,4:44,0,57,0,1/01/2001,Compiled rankings for year 2001,Brazil
6783,Melitta ADANY ,4:44,0,57,0,7/09/2002,1st Carinthian Freediving Invitational 2002,Croatia
6784,Fred STEEGSTRA ,4:44,0,57,0,23/06/2002,Dutch Championship in Freediving 2002,Netherlands
6785,Brent PASCALL ,4:44,180,57,0,3/09/2006,CAFA Western Regional Competition,Canada
6786,Bruno TAELMAN ,4:44,0,57,0,26/10/2002,3rd Rhein Main Cup 2002,Belgium
6787,Greg FEE ,4:44,241,57,0,14/07/2006,CAFA National Freediving Championships,Canada
6788,Greg FEE ,4:44,217,57,0,28/09/2007,CAFA Western Regional Competition,Canada
6789,Jade LEUTENEGGER ,4:44,240,57,0,25/06/2004,CAFA National Championship 2004,Canada
6790,Wolfgang DAFERT ,4:44,300,53,4,22/05/2004,AIDA Austria National Competition,Austria
6791,Robert STORBACKA ,4:44,0,57,0,28/06/2002,Swedish Freediving Championship 2002,Finland
6792,Philipp OBERRISSER ,4:44,270,57,0,14/02/2004,SÃ_dstadt Austrian Indoor Competition,Austria
6793,Erik MILLES ,4:44,250,57,0,31/07/2004,Finnish Freediving Championship 2004,Sweden
6794,Erik MILLES ,4:44,210,57,0,1/06/2008,Aarhus Triple Challenge 2008,Sweden
6795,Ashod PAPAZIAN ,4:44,270,57,0,14/06/2004,BIOS Freeology Open Classic 2004,Egypt
6796,Wilson CORREA ,4:44,160,57,0,4/04/2003,2nd Columbian Freediving Championship in Pool,Colombia
6797,Oswaldo CRUZ ,4:44,255,57,0,12/08/2004,4th AIDA Freediving World Championship by team,Mexico
6798,Mike FURNISS ,4:44,210,57,0,27/11/2004,Cosmic Challenge,New Zealand
6799,Marie-AgnÃ¨s BARRANS ,4:44,180,57,0,27/05/2006,Nice Open 2006,France
6800,Marko DORDEVIC ,4:44,180,57,0,3/03/2006,Mad Cup 2006,Serbia
6801,Alexis VALLIANOS ,4:44,300,53,4,16/04/2005,AIDA Hellas 2005 Winter Apnea Games,Greece
6802,Masako ISHIKAWA ,4:44,180,57,0,31/05/2014,Freediving Indoor Cup 2014 in Tateyama,Japan
6803,Panagiota BALANOU ,4:44,180,57,0,28/01/2007,AIDA Hellas Winter Event,Greece
6804,Bettina WOLFER ,4:44,225,57,0,25/02/2006,Berlin Master Cup 2006,Switzerland
6805,Manfred ASSMANN ,4:44,265,57,0,21/10/2006,Rhein-Main Cup 2006,Germany
6806,Luis TURRENT ,4:44,240,57,0,14/10/2005,Entre Dos Mares 2005,Mexico
6807,Francine KREISS ,4:44,180,57,0,23/11/2008,4th DUTCH APNEA OPEN,France
6808,Francine KREISS ,4:44,120,57,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
6809,Gennadi KOVALENKO ,4:44,181,57,0,13/02/2010,Riga Freediving Cup 2010,Estonia
6810,Savvas PASIOURTIDES ,4:44,210,57,0,9/04/2006,Third Pancyprian Open Competition,Cyprus
6811,Johan ARENE ,4:44,210,57,0,15/03/2009,6Ã‚Â° Indoor de La Ciotat,France
6812,Andrea EGGER ,4:44,4,57,0,8/02/2008,Swiss Indoor Championship 2008,Switzerland
6813,Ilka MICHAELIS ,4:44,89,57,0,16/02/2013,15th Berlin Pool Championship 2013,Germany
6814,Andy BÃœHL ,4:44,180,57,0,9/06/2013,First Universal Freedivers - ASAM cross-border competition,Belgium
6815,Anton PAVLOV ,4:44,240,57,0,29/04/2007,Freedive Dahab - Pool Challenges,Russian Federation
6816,Nicolai GEBHARDT ,4:44,300,54,3,15/02/2015,Trofeu ADAS Cavalldemar AIDA,Germany
6817,Valery RADCHENKO ,4:44,330,47,10,21/04/2007,Freediving Moscow Cup 2007,Russian Federation
6818,Aristidis EFSTATHIOU ,4:44,1,57,0,29/10/2011,RMC Rhein Main Cup,Germany
6819,Jose PLAZA ,4:44,240,57,0,16/03/2013,Chequeo Nacional de Apnea de Piscina,Venezuela
6820,Artem PICHUGIN ,4:44,205,57,0,13/02/2010,Riga Freediving Cup 2010,Russian Federation
6821,Franck DUPONT ,4:44,270,57,0,28/03/2010,Belgium Cup 2010 - round of Namur,Belgium
6822,Gary LOWE ,4:44,181,57,0,12/03/2011,The Great Northern 2011,United Kingdom
6823,Olivier LAIZE ,4:44,180,57,0,25/04/2010,7A Indoor de La Ciotat,France
6824,Emilia BIALA ,4:44,0,57,0,7/09/2002,1st Carinthian Freediving Invitational 2002,Poland
6825,Stephane TOURREAU ,4:44,177,57,0,5/04/2009,1ere Coupe de Savoie d Apnee Sportive AIDA,France
6826,MÃ©lanie MAUREL ,4:44,230,57,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
6827,Alexey CHICHIKIN ,4:44,180,57,0,13/12/2014,III World Class Open 2014,Russian Federation
6828,Janne HIETALA ,4:44,120,57,0,21/06/2013,Individual AIDA pool World Championships,Finland
6829,Olga  MARTINEZ ALVAREZ  ,4:44,180,57,0,15/12/2013,SÃƒÂ_ddeutsche Meisterschaft 2013,Germany
6830,Thomas OBERHUBER ,4:44,247,57,0,23/02/2014,2nd Tyrolean Apnea Cup,Austria
6831,dmitry MAKARIHIN ,4:44,120,57,0,23/03/2013,Moscow open cup 2013,Russian Federation
6832,Patrick FALLS ,4:44,270,57,0,29/05/2015,Curtis Coast Freedive Challenge,Australia
6833,Stefan SCHOENFELD ,4:44,240,57,0,9/03/2014,1. Deutsche Apnoe-Teammeisterschaft,Germany
6834,Anette Rafen OTTZEN ,4:44,60,57,0,28/03/2014,Danish National Pool Championship,Denmark
6835,serghei ROMAN ,4:44,220,57,0,13/04/2014,AIDA CYRPUS POOL GAMES 2014,Russian Federation
6836,Andreu CORVILLO FERNANDEZ ,4:44,180,57,0,13/06/2015,Open Apnea Barcelona,Spain
6837,Asumi KESSOKU ,4:44,225,57,0,28/11/2015,Freediving Triple Challenge Cup in Tatsumi,Japan
6838,Galina TARANUKHA ,4:43,240,56.6,0,26/08/2016,Moscow Summer Apnea Evening,Russian Federation
6839,BOY ROOZENDAAL ,4:43,180,56.6,0,4/09/2016,BONAIRE DEEPSEA CHALLENGE,Netherlands
6840,Laurits Muchitsch KROMANN ,4:43,180,56.6,0,23/01/2016,Masterdive No bubbles allowed,Denmark
6841,Ursula WEIGERT ,4:43,240,56.6,0,1/10/2016,Rhein Main Cup 2016,Germany
6842,Barbara Jeschke ,4:43,241,56.6,0,27/05/2016,The XIII Polish Feediving Pool Championships,Germany
6843,Brigitte BANEGAS ,4:43,210,57,0,1/07/2006,Coupe des Calanques 2006,France
6844,Pascal GERARD ,4:43,240,57,0,6/04/2003,Round 3 of the Belgium Cup 2003,Belgium
6845,Pascal GERARD ,4:43,240,57,0,14/12/2008,Belgium Cup 2008 - round of Huy,Belgium
6846,Nanja VAN DEN BROEK ,4:43,211,57,0,29/03/2009,Belgium Cup 2009 - round of Namur,Netherlands
6847,Megumi MATSUMOTO ,4:43,180,57,0,24/05/2008,Freediving Indoor Cup 2008 in Tateyama,Japan
6848,Magnus ANDERSSON ,4:43,0,57,0,23/11/2002,1st Copenhagen Open,Sweden
6849,Ronnie NISSEN ,4:43,0,57,0,23/11/2002,1st Copenhagen Open,Denmark
6850,Doug SITTER ,4:43,255,57,0,3/06/2005,CAFA Eastern Regional Competition,Canada
6851,Kars VAN KOUWEN ,4:43,305,52,5,14/12/2008,Belgium Cup 2008 - round of Huy,Netherlands
6852,Karla MENDEZ ,4:43,0,57,0,23/03/2002,Copa UCV 2002,Venezuela
6853,Robert CETLER ,4:43,247,57,0,26/06/2004,Czech National Freediving Championship 2004,Poland
6854,TomÃ¡Å¡ KORBICKA ,4:43,240,57,0,23/04/2005,3rd AIDA Czech Open Freediving Championship,Czech Republic
6855,Alex GOOD ,4:43,270,57,0,27/06/2003,CAFA National Competition,Canada
6856,Petr TANNER ,4:43,270,57,0,3/03/2007,Mad Cup 2007,Czech Republic
6857,BjÃ¶rn NILSSON ,4:43,255,57,0,14/06/2004,BIOS Freeology Open Classic 2004,Sweden
6858,Alejandra LOPEZ ,4:43,255,57,0,9/09/2012,World Championship 2012,Mexico
6859,Eva JOHNSEN ,4:43,242,57,0,14/08/2007,Nordic Deep with Six Competitions in One,Denmark
6860,Dimitris CHATZIASLAN ,4:43,1,57,0,10/05/2009,AIDA Hellas Spring Apnea Games 2009,Greece
6861,Yuko SENGA ,4:43,180,57,0,24/05/2008,Freediving Indoor Cup 2008 in Tateyama,Japan
6862,Vladimir ROMANOV ,4:43,180,57,0,13/12/2014,III World Class Open 2014,Russian Federation
6863,Christian ERNEST ,4:43,83,57,0,15/03/2013,Swedish pool freediving championship,Sweden
6864,TorbjÃ¶rn NYMAN ,4:43,1,57,0,10/05/2009,Swedish pool-apnea cup/Uppland Indoor Challenge II,Sweden
6865,TorbjÃ¶rn NYMAN ,4:43,60,57,0,8/02/2014,RIGA FREEDIVING CUP 2014 AIDA,Sweden
6866,Jared SCHMELZER ,4:43,240,57,0,3/09/2008,AIDA Team World Championships 2008,United States
6867,Daniel ARIAS ,4:43,210,57,0,27/09/2008,Primer Campeonato AIDA Argentina de Apnea,Chile
6868,Uros NIKOLIC ,4:43,93,57,0,19/02/2010,Serbian Open Freediving Championship 2010,Serbia
6869,Julien PIREDDA ,4:43,180,57,0,26/04/2009,Coupe des Plongeurs Libres 2009,France
6870,Nicolas GIRARDIN ,4:43,225,57,0,5/04/2009,1ere Coupe de Savoie d Apnee Sportive AIDA,France
6871,Viktor RESHETNIAK ,4:43,240,57,0,29/05/2009,II AIDA Ukraine Cup 2009,Ukraine
6872,Vanessa MAC DONALD ,4:43,255,57,0,9/05/2010,Coupe des Plongeurs Libres 2010,France
6873,Artem HARCHIKOV ,4:43,130,57,0,27/03/2010,Moscow Static Contest,Russian Federation
6874,Francisco COUTO ,4:43,120,57,0,7/04/2010,Azores Freedive Challenge,Portugal
6875,Christos POLITIS ,4:43,120,57,0,9/03/2014,Athens Apnea 2014,Greece
6876,Jonathan BONET ,4:43,210,57,0,25/04/2010,7A Indoor de La Ciotat,France
6877,Monika HOPF ,4:43,210,57,0,19/11/2011,Long Night of Apnea,Germany
6878,Monika HOPF ,4:43,210,57,0,18/12/2014,Freedive Panglao Static Challenge,Germany
6879,Anders HOVMOLLER ,4:43,60,57,0,20/11/2010,Danish Freediving Championship 2010,Denmark
6880,Yann REYBAUD ,4:43,180,57,0,13/03/2011,8Ã‚Â° Indoor de La Ciotat,France
6881,Ljubica TRUTIC ,4:43,180,57,0,25/11/2011,Slovenian national championship 2011,Serbia
6882,Igor BOLGOV ,4:43,240,57,0,23/03/2012,Open Moscow Cup,Russian Federation
6883,Anne VANPE ,4:43,225,57,0,28/01/2012,"Freediver ""Dauphins GenÃƒÂ¨ve"" Championships 2012",France
6884,Patrick DUSSEAU ,4:43,190,57,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
6885,Michael KOSHMAK ,4:43,121,57,0,18/05/2013,Ukraine Championship 2013,Ukraine
6886,Agnieszka KALSKA ,4:43,237,57,0,4/04/2014,XI Basenowe Mistrzostwa Polski we Freedivingu,Poland
6887,Stig PRYDS ,4:43,120,57,0,8/03/2013,Danish national freediving championships,Denmark
6888,Michie KOKUSYO ,4:43,142,57,0,8/02/2015,True North static challenge cup4,Japan
6889,Yuzhneya GORELIK ,4:43,240,53,4,14/11/2014,Open Championship of Bryansk,Russian Federation
6890,Gutierrez Garcia LUIS ALBERTO ,4:43,150,57,0,9/08/2014,II Open de Apnea EL Estrecho,Spain
6891,Jiri ZIMA ,4:43,65,57,0,30/05/2015,MCR Prague 2015,Czech Republic
6892,Nobuko KISHIDA ,4:43,0,57,0,1/01/2000,Compiled rankings for year 2000,Japan
6893,Sung Chul KIM ,4:43,180,57,0,28/04/2013,AFIA pool competition,"Korea, Republic of"
6894,Mohd Azam ABDUL HAMID ,4:43,61,57,0,25/05/2014,We Freedive Suunto Series - May STA,Malaysia
6895,Laurits Muchitsch KROMANN ,4:43,180,56,0,23/01/2016,Masterdive no bubbles allowed,Denmark
6896,Jamy Kooij-Schumacher ,4:43,185,57,0,20/10/2013,Open freediving LiÃƒÂ¨ge Belgium,Netherlands
6897,Xing Qiang FU ,4:42,92,56.4,0,10/12/2016,South East Asia Team Freediving Pool Championship 2016,Singapore
6898,Miyako ISHIDA ,4:42,225,56.4,0,9/04/2016,Freedivng indoor cup 2016 in Tateyama STA day,Japan
6899,Markos TIPLALEXIS ,4:42,239,56,0,29/05/2003,Sony Freediver Open Classic 2003,Greece
6900,Richard MELIN ,4:42,250,56,0,15/03/2003,Round 2 of Belgium Cup 2003,Belgium
6901,Richard MELIN ,4:42,260,56,0,18/05/2003,Round 4 of the Belgium Cup 2003,Belgium
6902,Brian Lund JENSEN ,4:42,0,56,0,17/08/2002,2nd Danish Freediving Championship 2002,Denmark
6903,Gord LEMON ,4:42,0,56,0,28/09/2002,CAFA Eastern Regional Competition,Canada
6904,Amr EL MAGHRABI ,4:42,270,56,0,28/09/2003,Dutch Freediving National Pool Championship 2003,Netherlands
6905,David MAIFRINI ,4:42,240,56,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Canada
6906,David STROPPIANA ,4:42,225,56,0,23/06/2007,Coupe des Calanques 2007,France
6907,SÃ©bastien LACOMBE ,4:42,270,56,0,28/05/2005,CIPA Open of Nice,France
6908,Florent BEAU ,4:42,210,56,0,1/07/2005,Coupe des Calanques 2005,France
6909,Martin MÃœLLER ,4:42,240,56,0,20/06/2008,Dolphin One and Two,Germany
6910,Ivan ANDRIC ,4:42,270,56,0,20/05/2007,AIDA Hellas Spring Apnea Games,Serbia
6911,Liv PHILIP ,4:42,240,56,0,12/11/2006,BFA Pool Competition,United Kingdom
6912,Alexander BANDURKIN ,4:42,245,54,2,22/04/2006,Russian Freediving Championship,Russian Federation
6913,Timothy MONEY ,4:42,247,56,0,12/11/2006,BFA Pool Competition,United Kingdom
6914,Stjepan CURIC ,4:42,210,56,0,14/11/2009,5th Submania Apnea Cup 2009,Croatia
6915,Irina SMOLENTSEVA ,4:42,270,56,0,11/02/2012,Riga Freediving Cup 2012 AIDA,Russian Federation
6916,Sergio Martinez ALVAREZ ,4:42,180,56,0,10/11/2007,10th Night of Apnea 2007,Germany
6917,Carlos Enrique CASTELLO RAMOS ,4:42,210,56,0,27/09/2008,Primer Campeonato AIDA Argentina de Apnea,Venezuela
6918,Yasuaki SHIMIZU ,4:42,180,56,0,6/12/2008,BarracudaCup2008,Japan
6919,Masayo YOSHIDA ,4:42,182,56,0,19/05/2012,Freediving Indoor Cup 2012 in Tateyama -day of static-,Japan
6920,Martin LEBRUN ,4:42,60,56,0,16/04/2011,7 e Coupe d ApnÃƒÂ©e de MontrÃƒÂ©al,Canada
6921,Florence CHEPETKINE ,4:42,180,56,0,26/04/2009,Coupe des Plongeurs Libres 2009,France
6922,Zdenka DEMLOVA ,4:42,210,56,0,26/10/2013,Hydro Dynamic 2013 powered by SUUNTO,Czech Republic
6923,Frederic SESSA ,4:42,180,56,0,9/05/2010,Coupe des Plongeurs Libres 2010,France
6924,Alexey SOKOLOV ,4:42,10,56,0,27/11/2010,III AIDA Ukraine Cup 2010,Ukraine
6925,Jacek GRABACZ ,4:42,90,56,0,20/03/2010,1st Polish Pool Freediving Championship 2010,Poland
6926,Alexandre SPOR ,4:42,240,56,0,13/03/2011,8Ã‚Â° Indoor de La Ciotat,France
6927,Emilia BIALA ,4:42,240,56,0,22/02/2003,5. Berlin Master Cup 2003,Poland
6928,Emilia BIALA ,4:42,230,56,0,5/09/2003,Heart of Europe - 2nd Carinthian Freediving International,Poland
6929,Mihalis FILINIS ,4:42,231,56,0,25/08/2014,2014 AIDA EuroCup,Greece
6930,Simon STEVNS ,4:42,180,56,0,8/03/2013,Danish national freediving championships,Denmark
6931,Donya AMER ,4:42,1,56,0,9/03/2014,1. Deutsche Apnoe-Teammeisterschaft,Germany
6932,Olga  MARTINEZ ALVAREZ  ,4:42,180,56,0,16/03/2014,Open FreedivN Zottegem,Germany
6933,Anna GUSEVA ,4:42,90,56,0,12/04/2014,Russian championship,Russian Federation
6934,Kyoko OSHIRO ,4:42,180,56,0,20/09/2015,Apnea Academy Asia Cup 2015 in Shimoda,Japan
6935,Alexey NECHAY ,4:42,225,56,0,23/11/2013,Kiev Open Freediving Cup 2013,Ukraine
6936,Monika ZAWISTOWSKA ,4:42,180,56,0,4/04/2014,XI Basenowe Mistrzostwa Polski we Freedivingu,Poland
6937,Cesar BETTENCOURT ,4:42,210,56,0,9/09/2012,World Championship 2012,Portugal
6938,DONGHWA LEE ,4:42,150,56,0,28/04/2013,AFIA pool competition,"Korea, Republic of"
6939,Sangsun KIM ,4:42,120,56,0,13/04/2014,AFIA 4th Freediving Competition (KOREA),"Korea, Republic of"
6940,Adriana Gabriela BANTU-DINU ,4:42,30,56,0,21/08/2014,Cavo Maris 2014,Romania
6941,Yongho JUNG ,4:42,180,56,0,18/12/2014,Freedive Panglao Static Challenge,"Korea, Republic of"
